"name","dept","area","count","adjustedcount","year"
Sanne Abeln,VU Amsterdam,ismb,1.0,0.33333,2005
Vasileios P. Kemerlis,Brown University,icse,1.0,0.2,2016
Per Stenström,Chalmers/GU,hpca,1.0,0.2,2012
Michael T. Goodrich,Univ. of California - Irvine,stoc,1.0,1.0,1996
Joseph Y. Halpern,Cornell University,stoc,1.0,0.33333,1992
James P. Callan,Carnegie Mellon University,sigmod,1.0,0.33333,1999
Yanghua Xiao,Fudan University,sigmod,1.0,0.25,2014
Patrick Crowley,Washington University in St. Louis,ics,1.0,0.25,2000
Sanasam Ranbir Singh,IIT Guwahati,ijcai,1.0,1.0,2007
Gagan Agrawal,Augusta University,ics,1.0,0.33333,2002
Damith C. Rajapakse,National University of Singapore,icse,1.0,0.33333,2005
Trevor Darrell,Univ. of California - Berkeley,cvpr,3.0,1.1667,2004
Wen-Mei W. Hwu,Univ. of Illinois at Urbana-Champaign,isca,1.0,0.2,1991
Jae-Gil Lee 0001,KAIST,aaai,1.0,0.2,2021
Craig Macdonald,University of Glasgow,www,1.0,0.33333,2010
Martin Johns,TU Braunschweig,ndss,1.0,0.25,2021
Asia J. Biega,Max Planck Society,www,1.0,0.16667,2021
Paul H. J. Kelly,Imperial College London,icra,1.0,0.083333,2018
Eric P. Xing,MBZUAI,nips,4.0,0.95,2019
Xiaoru Yuan,Peking University,eccv,1.0,0.2,2010
Jessica K. Hodgins,Carnegie Mellon University,siggraph,1.0,0.25,2012
Chitta Baral,Arizona State University,ijcai,1.0,0.5,1997
Shaodi You,University of Amsterdam,cvpr,1.0,0.25,2018
Sanjeev Khanna,University of Pennsylvania,soda,2.0,0.66667,2019
Tommi S. Jaakkola,Massachusetts Institute of Technology,ismb,1.0,0.14286,2006
Thu D. Nguyen,Rutgers University,usenixatc,1.0,0.2,2016
David Page,University of Wisconsin - Madison,nips,1.0,0.5,2013
Yi Zhang 0001,Univ. of California - Santa Cruz,sigir,1.0,0.33333,2002
Phillip B. Gibbons,Carnegie Mellon University,isca,2.0,0.31111,2018
Jana Giceva,TU Munich,eurosys,1.0,0.25,2011
Shayok Chakraborty,Florida State University,cvpr,1.0,0.33333,2011
George Fletcher,TU Eindhoven,icde,1.0,0.25,2015
Ranjit Jhala,Univ. of California - San Diego,popl,1.0,0.33333,2016
Shenghua Gao,ShanghaiTech University,eccv,1.0,0.33333,2010
Kristof Van Laerhoven,University of Siegen,ubicomp,1.0,0.2,2019
Wolfram Burgard,University of Freiburg,iros,1.0,0.33333,2001
Mike Y. Chen,National Taiwan University,chiconf,2.0,0.26786,2021
Tom Weidong Cai,University of Sydney,ijcai,1.0,0.14286,2019
Shuzhen Yao,Beihang University,iccad,1.0,0.25,2017
Wenke Lee,Georgia Institute of Technology,ccs,1.0,0.25,2010
Azadeh Farzan,University of Toronto,fse,1.0,0.25,2013
Markus Hadwiger,KAUST,vis,1.0,0.16667,2013
Andrew B. Kahng,Univ. of California - San Diego,recomb,1.0,0.2,2003
Kurt Keutzer,Univ. of California - Berkeley,sc,1.0,0.16667,2019
Surya P. N. Singh,University of Queensland,icra,1.0,0.5,2013
Vincent S. Tseng,National Chiao Tung University,ubicomp,1.0,0.33333,2012
Ifeoma Nwogu,University at Buffalo,aaai,1.0,0.33333,2011
Christoph Bockisch,University of Marburg,oopsla,2.0,0.45,2006
Bernhard Thomaszewski,University of Montreal,siggraph,2.0,0.47619,2015
Antoine Bosselut,EPFL,aaai,2.0,0.47619,2021
Yiran Chen,Duke University,dac,3.0,0.6,2012
Amr El Abbadi,Univ. of California - Santa Barbara,sigmod,1.0,0.2,2019
Harald Räcke,TU Munich,stoc,1.0,0.33333,2007
Yuzhong Qu,Nanjing University,www,1.0,0.33333,2007
Ming-Hsuan Yang 0001,Univ. of California - Merced,iccv,6.0,1.7667,2013
Allan D. Jepson,University of Toronto,iros,1.0,0.071429,1994
Aixin Sun,Nanyang Technological University,ijcai,2.0,0.5,2018
Biao Leng,Beihang University,cvpr,1.0,0.16667,2018
Peng Huang 0005,Johns Hopkins University,imc,1.0,0.14286,2010
Henry A. Kautz,University of Rochester,aaai,2.0,0.66667,2004
Neil Spring,University of Maryland - College Park,hpdc,1.0,0.33333,1999
Mark Steedman,University of Edinburgh,emnlp,1.0,0.2,2016
Stuart J. Russell,Univ. of California - Berkeley,aaai,1.0,0.33333,2016
Fei-Fei Li 0001,Stanford University,cvpr,8.0,1.8667,2017
Deva Ramanan,Carnegie Mellon University,cvpr,1.0,0.25,2010
Roy Friedman,Technion,sigcomm,1.0,0.2,2017
Guy E. Blelloch,Carnegie Mellon University,focs,1.0,0.5,2007
Phoebe Sengers,Cornell University,ubicomp,1.0,0.33333,2006
Hao Chen 0002,Hunan University,ics,1.0,0.14286,2021
Omprakash Gnawali,University of Houston,sensys,1.0,0.2,2009
Marek Cygan,University of Warsaw,soda,4.0,0.84286,2016
Xulong Tang,University of Pittsburgh,pldi,1.0,0.2,2015
Azadeh Farzan,University of Toronto,popl,1.0,0.5,2012
Avinash Sharma 0001,IIIT Hyderabad,eccv,1.0,0.33333,2010
Jonathon S. Hare,University of Southampton,nips,1.0,0.33333,2019
Yingwei Luo,Peking University,ics,1.0,0.125,2016
Jiebo Luo,University of Rochester,aaai,2.0,0.5,2016
Randal C. Burns,Johns Hopkins University,sc,1.0,0.2,2011
Franziska Roesner,University of Washington,isca,1.0,0.2,2007
Jacob Holm,University of Copenhagen,stoc,1.0,0.33333,1998
Tovi Grossman,University of Toronto,uist,1.0,0.2,2019
Kevin Gimpel,TTI Chicago,acl,2.0,0.5,2020
Barzan Mozafari,University of Michigan,sigmod,1.0,0.33333,2016
Ralf Hinze,TU Kaiserslautern,icfp,1.0,1.0,2000
Paige Rodeghero,Clemson University,icse,1.0,0.2,2021
Yueting Zhuang,Zhejiang University,sigir,1.0,0.16667,2013
Bo An 0001,Nanyang Technological University,www,1.0,0.14286,2019
Jonathan Aldrich,Carnegie Mellon University,oopsla,2.0,1.0,2009
Taiji Suzuki,University of Tokyo,icml,3.0,1.3333,2021
Mary Shaw,Carnegie Mellon University,chiconf,1.0,1.0,1986
Dongyan Zhao 0001,Peking University,acl,1.0,0.2,2020
Shmuel Sagiv,Tel Aviv University,popl,1.0,0.33333,1998
Jiawei Han 0001,Univ. of Illinois at Urbana-Champaign,ijcai,1.0,0.25,2013
Alberto Cerpa,Univ. of California - Merced,sensys,1.0,0.5,2012
Luigi Palopoli,University of Trento,icde,1.0,0.33333,2001
Thomas Lengauer,Max Planck Society,ismb,1.0,0.076923,2008
Masayuki Inaba,University of Tokyo,iros,1.0,0.33333,1990
Jean Ponce,Ecole Normale Superieure,iccv,2.0,0.5,2019
Cormac Flanagan,Univ. of California - Santa Cruz,pldi,1.0,0.5,2010
Lei Chen 0002,HKUST,nips,1.0,0.33333,2020
Dominique Unruh,University of Tartu,ccs,1.0,0.33333,2012
Deniz Yuret,Koç University,naacl,1.0,0.5,2006
Stephen Chang 0001,University of Massachusetts Boston,popl,1.0,0.5,2014
Kotagiri Ramamohanarao,University of Melbourne,pods,1.0,0.33333,1998
Emine Yilmaz,University College London,sigir,1.0,0.2,2012
Alain Tapp,University of Montreal,focs,1.0,0.25,2000
Luis von Ahn,Carnegie Mellon University,eurocrypt,1.0,0.5,2004
Xiang-Yang Li 0001,USTC,wine,1.0,0.33333,2005
Niklas Elmqvist,University of Maryland - College Park,chiconf,2.0,0.45,2011
Pourang Irani,University of Manitoba,chiconf,2.0,0.5,2013
Rob Miller 0001,Massachusetts Institute of Technology,ijcai,1.0,0.2,2015
Hanspeter Pfister,Harvard University,siggraph,1.0,0.090909,2021
Henning Schulzrinne,Columbia University,www,1.0,0.33333,2003
Claire Cardie,Cornell University,icml,1.0,1.0,1993
Arie Gurfinkel,University of Waterloo,cav,1.0,0.25,2013
James A. Landay,Stanford University,ubicomp,1.0,0.16667,2019
Chris Jermaine,Rice University,icse,1.0,0.25,2018
Geoffrey J. Gordon,Carnegie Mellon University,ijcai,1.0,0.33333,2003
Wen Li 0001,UESTC,cvpr,3.0,0.64286,2019
Panagiotis Manolios,Northeastern University,iccad,2.0,1.0,2005
Shuai Ma 0001,Beihang University,emnlp,2.0,0.45,2019
Cong Liu 0005,University of Texas at Dallas,emsoft,1.0,0.14286,2020
Thomas Brox,University of Freiburg,eccv,1.0,0.33333,2016
Victor Vianu,Univ. of California - San Diego,sigmod,1.0,0.5,1987
Amit K. Roy-Chowdhury,Univ. of California - Riverside,cvpr,1.0,0.33333,2004
Pedro U. Lima,Universidade de Lisboa,iros,1.0,0.25,2012
Yangfan Zhou,Fudan University,fse,3.0,0.20718,2020
Irina Rish,University of Montreal,nips,1.0,0.5,2003
Irwin King,Chinese University of Hong Kong,emnlp,1.0,0.2,2019
Huijing Zhao,Peking University,iros,1.0,0.2,2010
Miguel A. Otaduy,Universidad Rey Juan Carlos,siggraph-asia,3.0,0.61667,2016
Constantinos Daskalakis,Massachusetts Institute of Technology,stoc,2.0,0.66667,2006
Chi-Keung Tang,HKUST,cvpr,2.0,0.83333,2007
Predrag Radivojac,Northeastern University,ijcai,1.0,0.2,2018
Boris Skoric,TU Eindhoven,sigmod,1.0,0.2,2020
David I. August,Princeton University,micro,1.0,0.11111,2004
Yu-Ru Lin,University of Pittsburgh,kdd,1.0,0.16667,2009
Gaurav S. Sukhatme,University of Southern California,icra,1.0,0.25,2001
Fan Wu 0006,Shanghai Jiao Tong University,mobicom,1.0,0.125,2020
Thorsten Joachims,Cornell University,iccv,1.0,0.25,2013
Mohamed Elhoseiny,KAUST,aaai,1.0,0.2,2018
Srinivasan Parthasarathy 0001,Ohio State University,kdd,1.0,0.25,2012
William J. Dally,Stanford University,isca,1.0,0.16667,1998
Reinhard Pichler,TU Wien,pods,1.0,0.25,2019
Jiri Matas,Czech Technical University,iccv,1.0,0.5,2013
Muhammad Shafique 0001,TU Wien,dac,2.0,0.41667,2011
Mark Oskin,University of Washington,asplos,1.0,0.14286,2006
Anca D. Dragan,Univ. of California - Berkeley,icml,1.0,0.2,2020
Sudeepa Roy,Duke University,vldb,1.0,0.33333,2011
Elias Bareinboim,Columbia University,nips,5.0,1.9167,2020
Ragunathan Rajkumar,Carnegie Mellon University,rtas,1.0,0.2,2009
Liang Huang 0001,Oregon State University,acl,1.0,0.5,2007
Michael J. Fischer,Yale University,pods,1.0,0.33333,1983
Alexander Aiken,Stanford University,cav,1.0,0.33333,2009
He He 0001,New York University,emnlp,1.0,0.2,2015
Elmar Eisemann,TU Delft,siggraph-asia,1.0,0.25,2019
Matthew Fluet,Rochester Institute of Technology,popl,1.0,0.25,2020
Marco Levorato,Univ. of California - Irvine,emsoft,1.0,0.14286,2017
Michael R. Lyu,Chinese University of Hong Kong,aaai,2.0,0.53333,2015
Sivan Toledo,Tel Aviv University,soda,1.0,0.33333,1992
Kaushik Sinha,Wichita State University,kdd,1.0,0.33333,2005
Brian Neil Levine,University of Massachusetts Amherst,ccs,1.0,0.33333,2011
Fei Sha,University of Southern California,icml,1.0,0.16667,2021
Mor Harchol-Balter,Carnegie Mellon University,sigmetrics,1.0,0.5,2001
Edmund H. Durfee,University of Michigan,ijcai,1.0,0.5,1987
Jian Li 0015,Tsinghua University,aaai,1.0,0.33333,2020
Seung-won Hwang,Seoul National University,icde,1.0,0.5,2009
Julia Chuzhoy,TTI Chicago,stoc,1.0,0.33333,2016
Ramin Zabih,Cornell University,eccv,1.0,0.125,2006
Christopher De Sa,Cornell University,soda,1.0,0.2,2018
Hui Xiong 0001,Rutgers University,vldb,1.0,0.16667,2020
Grant Schoenebeck,University of Michigan,vldb,1.0,0.25,2018
Anindya De,University of Pennsylvania,focs,1.0,1.0,2015
Xuguang Lan,Xi'an Jiaotong University,iros,3.0,0.58333,2019
Michael Carbin,Massachusetts Institute of Technology,oopsla,1.0,0.33333,2018
Pourang Irani,University of Manitoba,vis,1.0,0.5,2013
Jana Kosecka,George Mason University,icra,1.0,0.5,2006
Benjamin Van Durme,Johns Hopkins University,emnlp,5.0,1.5333,2020
Amr El Abbadi,Univ. of California - Santa Barbara,sigmod,1.0,0.33333,2001
G. Edward Suh,Cornell University,oakland,1.0,0.5,2018
Xiangliang Zhang 0001,KAUST,vldb,1.0,0.16667,2017
Srinivasan Parthasarathy 0001,Ohio State University,icde,1.0,0.33333,2011
Christof Fetzer,TU Dresden,fast,1.0,0.16667,2019
Jiebo Luo,University of Rochester,aaai,6.0,1.4762,2020
Stratis Viglas,University of Edinburgh,micro,1.0,0.25,2015
Anindya De,University of Pennsylvania,soda,2.0,1.3333,2018
H. V. Jagadish,University of Michigan,sigmod,1.0,0.33333,1992
Abhi Shelat,Northeastern University,focs,1.0,0.33333,2007
Jian Chen 0006,Ohio State University,vis,1.0,0.25,2012
Ali Ghodsi 0001,University of Waterloo,ijcai,1.0,0.33333,2005
Rajeev Alur,University of Pennsylvania,rtas,1.0,0.5,2005
Otmar Hilliges,ETH Zurich,uist,2.0,0.47619,2019
Michael P. Wellman,University of Michigan,aaai,1.0,1.0,1994
Anand Sivasubramaniam,Pennsylvania State University,icde,1.0,0.33333,2000
Thomas G. Moher,University of Illinois at Chicago,chiconf,1.0,1.0,2006
Karthik Sridharan,Cornell University,icml,1.0,0.25,2009
Kamesh Munagala,Duke University,wine,1.0,0.5,2014
Vinod Vaikuntanathan,Massachusetts Institute of Technology,eurocrypt,2.0,0.58333,2018
Aloysius K. Mok,University of Texas at Austin,rtss,1.0,0.5,1999
Dafna Shahaf,Hebrew University of Jerusalem,www,1.0,0.33333,2012
James J. Little,University of British Columbia,iros,2.0,0.83333,2011
Jimeng Sun,Univ. of Illinois at Urbana-Champaign,icml,1.0,0.33333,2020
Bahareh Afshari,Chalmers/GU,lics,1.0,0.5,2017
Qiong Luo 0001,HKUST,icde,1.0,0.33333,2005
Guha Balakrishnan,Rice University,cvpr,1.0,0.33333,2013
Oisin Mac Aodha,University of Edinburgh,cvpr,3.0,0.53333,2021
Qin Zhang 0001,Indiana University,pods,1.0,0.5,2009
Andrzej S. Murawski,University of Oxford,lics,1.0,0.2,2004
Leonid Libkin,University of Edinburgh,pods,1.0,0.5,1999
Nico Döttling,CISPA Helmholtz Center,crypto,2.0,0.45,2016
Marti A. Hearst,Univ. of California - Berkeley,icml,1.0,0.33333,1996
Jiamou Liu,University of Auckland,ijcai,1.0,0.5,2016
Vassilis J. Tsotras,Univ. of California - Riverside,pods,1.0,0.2,2001
Susan A. Murphy,Harvard University,ubicomp,1.0,0.25,2020
Jonathan Aldrich,Carnegie Mellon University,icfp,1.0,0.5,2018
Carla E. Brodley,Northeastern University,aaai,1.0,0.33333,2014
Vaidy S. Sunderam,Emory University,sc,1.0,0.25,2006
Hong Gao 0001,Harbin Institute of Technology,icde,1.0,0.25,2009
Robert D. Nowak,University of Wisconsin - Madison,imc,1.0,0.33333,2003
Michael Gleicher,University of Wisconsin - Madison,rss,1.0,0.33333,2018
Dan I. Moldovan,University of Texas at Dallas,sigir,1.0,0.25,2005
Boaz Barak,Harvard University,stoc,1.0,0.2,2021
Jorge Sánchez,Universidad Nacional de Córdoba,emnlp,1.0,0.16667,2021
Sungjin Im,Univ. of California - Merced,focs,2.0,0.58333,2015
Diana Inkpen,University of Ottawa,emnlp,1.0,0.5,2005
Oded Goldreich 0001,Weizmann Institute of Science,stoc,1.0,0.33333,1995
Bimal Viswanath,Virginia Tech,oakland,1.0,0.14286,2019
Ce Zhang 0001,ETH Zurich,vldb,1.0,0.16667,2015
Yoav Shoham,Stanford University,ijcai,1.0,0.33333,2009
Tianbao Yang,University of Iowa,nips,4.0,0.98333,2018
Eva Rotenberg,DTU,focs,2.0,0.58333,2015
Peter Z. Revesz,University of Nebraska,pods,1.0,0.33333,1992
Tatsuya Harada,University of Tokyo,nips,1.0,0.5,2012
Robert West 0001,EPFL,www,2.0,0.53333,2013
Derek McAuley,University of Nottingham,usenixatc,1.0,0.058824,2016
Changshui Zhang,Tsinghua University,cvpr,1.0,0.33333,2017
Yoav Etsion,Technion,asplos,1.0,0.33333,2020
John P. Collomosse,University of Surrey,cvpr,1.0,0.25,2020
Daniel A. Reed,University of Utah,sc,1.0,0.33333,1993
Cezary Kaliszyk,University of Innsbruck,nips,1.0,0.25,2018
Alan H. Barr,California Institute of Technology,siggraph,1.0,1.0,1986
Salil S. Kanhere,UNSW,aaai,1.0,0.16667,2019
Cho-Jui Hsieh,Univ. of California - Los Angeles,sc,1.0,0.16667,2019
Zhongyu Wei,Fudan University,emnlp,1.0,0.25,2018
Sonia Chernova,Georgia Institute of Technology,aaai,1.0,0.25,2020
Adam Prügel-Bennett,University of Southampton,nips,1.0,0.33333,2020
Parosh Aziz Abdulla,Uppsala University,popl,1.0,0.2,2021
Alan M. Frieze,Carnegie Mellon University,soda,2.0,0.66667,1993
Ales Leonardis,University of Birmingham,eccv,3.0,0.50952,2020
Stephen J. Wright,University of Wisconsin - Madison,icml,1.0,0.2,2014
Tiark Rompf,Purdue University,icfp,2.0,0.75,2015
Marc Fischlin,TU Darmstadt,eurocrypt,1.0,0.25,2001
Jan Peters 0001,TU Darmstadt,aaai,1.0,0.25,2013
Luc Segoufin,Ecole Normale Superieure de Cachan,pods,1.0,0.5,2002
Andreas Haeberlen,University of Pennsylvania,eurosys,1.0,0.25,2006
Eran Tromer,Tel Aviv University,crypto,1.0,0.2,2013
Youtao Zhang,University of Pittsburgh,asplos,1.0,0.14286,2019
Alex Biryukov,University of Luxembourg,eurocrypt,1.0,0.5,2001
Alex Groce,Northern Arizona University,icse,1.0,0.2,2003
Walid A. Najjar,Univ. of California - Riverside,vldb,1.0,0.33333,2019
Laizhong Cui,Shenzhen University,ijcai,1.0,0.25,2018
Andreas Schilling 0001,University of Tübingen,siggraph,1.0,0.5,1993
Don S. Batory,University of Texas at Austin,oopsla,1.0,0.33333,2011
Philip Resnik,University of Maryland - College Park,naacl,1.0,0.5,2010
Carlos Maltzahn,Univ. of California - Santa Cruz,rtas,1.0,0.16667,2008
Kevin Leyton-Brown,University of British Columbia,ijcai,1.0,0.25,2009
Nigel Shadbolt,University of Oxford,chiconf,1.0,0.2,2021
Dana Drachsler-Cohen,Technion,nsdi,1.0,0.25,2020
Luc Van Gool,ETH Zurich,cvpr,1.0,0.5,1997
Kaliappa Nadar Ravindran,CUNY,imc,1.0,0.33333,2005
Mostafa Milani,Western University,icde,1.0,0.33333,2019
Neal E. Young,Univ. of California - Riverside,stoc,1.0,0.33333,2000
Carmela Troncoso,EPFL,pets,1.0,0.14286,2021
Craig E. Wills,Worcester Polytechnic Institute,imc,1.0,0.5,2006
Sumit Ganguly,IIT Kanpur,pods,1.0,0.5,2006
Chang-Gun Lee,Seoul National University,rtss,1.0,0.11111,1997
Damien Muselet,Université Jean Monnet,cvpr,1.0,0.25,2012
Darius Burschka,TU Munich,icra,1.0,0.5,2004
Eve E. Hoggan,Aarhus University,chiconf,1.0,0.16667,2017
Radu Grosu,TU Wien,icml,1.0,0.2,2020
Nectarios Koziris,NTUA,nips,1.0,0.2,2019
Jeffrey Xu Yu,Chinese University of Hong Kong,icde,1.0,0.25,2005
Oded Goldreich 0001,Weizmann Institute of Science,focs,2.0,0.83333,1991
Stephen J. Wright,University of Wisconsin - Madison,icml,1.0,0.33333,2018
Ion Stoica,Univ. of California - Berkeley,ubicomp,1.0,0.047619,2002
Hari Sundar,University of Utah,sc,1.0,0.11111,2021
Ethan Katz-Bassett,Columbia University,sigcomm,1.0,0.11111,2018
Hamid Sarbazi-Azad,IPM,hpca,1.0,0.25,2019
Seon Joo Kim,Yonsei University,iccv,1.0,0.5,2017
Kai Zheng 0001,UESTC,icde,1.0,0.25,2012
Andrew Calway,University of Bristol,icra,1.0,0.5,2016
Simon Lacoste-Julien,University of Montreal,nips,1.0,0.33333,2005
Steven M. Seitz,University of Washington,cvpr,3.0,0.55952,2021
Max Mignotte,University of Montreal,cvpr,1.0,0.16667,2001
Wee Sun Lee,National University of Singapore,aaai,2.0,0.58333,2020
Hong Qin,Stony Brook University,iccv,1.0,0.25,2005
Jean-François Raskin,Université libre de Bruxelles,lics,1.0,0.2,2017
Christopher J. Rossbach,University of Texas at Austin,micro,1.0,0.14286,2017
Vincent Lepetit,Graz University of Technology,cvpr,2.0,0.66667,2005
Jizhong Xiao,CUNY,iros,1.0,0.5,2014
Amit Sahai,Univ. of California - Los Angeles,eurocrypt,4.0,1.1167,2006
Rastislav Bodík,University of Washington,oopsla,1.0,0.33333,2011
Brent Waters,University of Texas at Austin,focs,1.0,0.25,2015
Leonard J. Schulman,California Institute of Technology,focs,1.0,0.25,2006
Nick Nikiforakis,Stony Brook University,usenixsec,2.0,0.53333,2019
Tomasz P. Michalak,University of Warsaw,aaai,1.0,0.33333,2020
Siva Reddy,McGill University,emnlp,3.0,0.61667,2021
Yunhao Liu,Michigan State University,mobicom,1.0,0.5,2007
Ping Tan,Simon Fraser University,eccv,1.0,0.2,2020
Philip Dutré,KU Leuven,siggraph,1.0,0.5,2017
Jesper Buus Nielsen,Aarhus University,crypto,1.0,0.5,2018
Santosh S. Vempala,Georgia Institute of Technology,nips,2.0,0.7,2019
Jonathan R. Ullman,Northeastern University,wine,1.0,0.33333,2010
Akiko Aizawa,University of Tokyo,emnlp,1.0,0.5,2021
Adrian Vetta,McGill University,ec,1.0,0.5,2018
Gianluca Stringhini,Boston University,ccs,1.0,0.33333,2013
Nadia Polikarpova,Univ. of California - San Diego,cav,1.0,0.2,2021
Dani Lischinski,Hebrew University of Jerusalem,siggraph,2.0,0.5,2006
Vijay V. Vazirani,Univ. of California - Irvine,stoc,1.0,0.25,2012
Dennis E. Shasha,New York University,rtss,1.0,0.125,1991
Amit Sahai,Univ. of California - Los Angeles,stoc,2.0,0.7,2014
Guy E. Blelloch,Carnegie Mellon University,sc,1.0,0.25,2010
Andrew W. Moore 0002,University of Cambridge,sigcomm,1.0,0.16667,2018
Marcos Kalinowski,PUC-RIO,icse,1.0,0.083333,2018
Cristian Cadar,Imperial College London,issta,1.0,0.33333,2020
Tao Xiang,University of Surrey,cvpr,4.0,0.74286,2019
Leif Kobbelt,RWTH Aachen,siggraph,1.0,0.2,2015
Jacob K. White,Massachusetts Institute of Technology,dac,1.0,0.25,2001
Baruch Awerbuch,Johns Hopkins University,stoc,1.0,0.33333,1984
Frank Hutter,University of Freiburg,ijcai,1.0,0.25,2019
Aviel D. Rubin,Johns Hopkins University,ndss,1.0,0.5,1996
Milind Tambe,Harvard University,ijcai,1.0,0.2,1999
David Ahlström,University of Klagenfurt,chiconf,1.0,0.25,2010
Enrico Tronci,Sapienza University of Rome,cav,1.0,0.16667,2013
N. Asokan,University of Waterloo,dac,1.0,0.25,2018
Joseph Gonzalez 0001,Univ. of California - Berkeley,cvpr,1.0,0.090909,2021
Kurt Rothermel,University of Stuttgart,ubicomp,1.0,0.33333,2013
Sadao Kurohashi,Kyoto University,acl,1.0,0.25,2014
Carola Wenk,Tulane University,recomb,1.0,0.2,2001
Ramakant Nevatia,University of Southern California,iccv,2.0,0.83333,2007
Christopher Batty,University of Waterloo,siggraph-asia,2.0,0.5,2019
Zhenhua Liu 0002,Stony Brook University,nsdi,1.0,0.25,2016
Richard Souvenir,Temple University,iccv,1.0,0.5,2005
David Wingate,Brigham Young University,nips,1.0,0.25,2020
Lijun Chang,University of Sydney,vldb,1.0,0.2,2013
Jason Cong,Univ. of California - Los Angeles,dac,3.0,1.0833,2006
Adam D. Smith,Boston University,stoc,1.0,1.0,2011
